MultilexDrug_ID,dmd_id,FullName, Year, IssueCount_midpoint6
1234;567;0,10360711000001106,DUMMY_NAME,2022,8412
1234;567;0,10361211000001105,DUMMY_NAME,2022,96375
1234;567;0,10376411000001109,DUMMY_NAME,2019,105277
1234;567;0,10376711000001103,DUMMY_NAME,2022,104876
1234;567;0,10376911000001101,DUMMY_NAME,2020,21277
1234;567;0,10377111000001101,DUMMY_NAME,2018,16353
1234;567;0,10377311000001104,DUMMY_NAME,2022,77138
1234;567;0,10377411000001106,DUMMY_NAME,2021,92940
1234;567;0,10377711000001100,DUMMY_NAME,2019,3950
1234;567;0,10377811000001108,DUMMY_NAME,2021,45761
1234;567;0,10378111000001100,DUMMY_NAME,2019,35896
1234;567;0,10378611000001108,DUMMY_NAME,2022,82652
1234;567;0,10378911000001102,DUMMY_NAME,2019,93471
1234;567;0,10379111000001107,DUMMY_NAME,2020,67272
1234;567;0,10379411000001102,DUMMY_NAME,2020,118965
1234;567;0,10381711000001100,DUMMY_NAME,2018,103690
1234;567;0,10382911000001109,DUMMY_NAME,2020,12064
1234;567;0,10383111000001100,DUMMY_NAME,2021,119664
1234;567;0,10383311000001103,DUMMY_NAME,2023,7688
1234;567;0,10383611000001108,DUMMY_NAME,2018,35904
1234;567;0,10383911000001102,DUMMY_NAME,2023,16969
1234;567;0,10384111000001103,DUMMY_NAME,2021,109898
1234;567;0,10384311000001101,DUMMY_NAME,2023,7741
1234;567;0,10384611000001106,DUMMY_NAME,2022,40737
1234;567;0,10385111000001104,DUMMY_NAME,2023,19615
1234;567;0,10385311000001102,DUMMY_NAME,2021,116407
1234;567;0,10385511000001108,DUMMY_NAME,2023,51327
1234;567;0,10385711000001103,DUMMY_NAME,2018,75270
1234;567;0,10385911000001101,DUMMY_NAME,2023,75252
1234;567;0,10386011000001109,DUMMY_NAME,2021,39199
1234;567;0,10386311000001107,DUMMY_NAME,2019,107576
1234;567;0,10386411000001100,DUMMY_NAME,2023,4191
1234;567;0,10386911000001108,DUMMY_NAME,2022,22551
1234;567;0,10387311000001105,DUMMY_NAME,2023,6670
1234;567;0,10387911000001106,DUMMY_NAME,2021,70136
1234;567;0,10388111000001109,DUMMY_NAME,2019,91287
1234;567;0,10388311000001106,DUMMY_NAME,2023,24272
1234;567;0,10388511000001100,DUMMY_NAME,2021,40375
1234;567;0,10389311000001100,DUMMY_NAME,2019,67560
1234;567;0,10389711000001101,DUMMY_NAME,2019,2826
1234;567;0,10389911000001104,DUMMY_NAME,2023,91688
1234;567;0,10390111000001108,DUMMY_NAME,2020,121239
1234;567;0,10390211000001102,DUMMY_NAME,2018,9022
1234;567;0,10390711000001109,DUMMY_NAME,2023,70412
1234;567;0,10390811000001101,DUMMY_NAME,2022,29962
1234;567;0,10391211000001108,DUMMY_NAME,2022,93650
1234;567;0,10391411000001107,DUMMY_NAME,2022,97379
1234;567;0,10391611000001105,DUMMY_NAME,2023,98906
1234;567;0,10391811000001109,DUMMY_NAME,2019,41054
1234;567;0,10392011000001106,DUMMY_NAME,2020,25531
1234;567;0,10392211000001101,DUMMY_NAME,2023,77668
1234;567;0,10392611000001104,DUMMY_NAME,2021,27957
1234;567;0,10392811000001100,DUMMY_NAME,2019,101047
1234;567;0,10393011000001102,DUMMY_NAME,2022,29404
1234;567;0,10394011000001100,DUMMY_NAME,2022,39184
1234;567;0,10394411000001109,DUMMY_NAME,2020,50117
1234;567;0,10394811000001106,DUMMY_NAME,2022,35699
1234;567;0,10395011000001101,DUMMY_NAME,2023,59360
1234;567;0,10395211000001106,DUMMY_NAME,2023,696
1234;567;0,10395311000001103,DUMMY_NAME,2018,62765
1234;567;0,10395611000001108,DUMMY_NAME,2022,53002
1234;567;0,10395811000001107,DUMMY_NAME,2021,117210
1234;567;0,10396111000001106,DUMMY_NAME,2022,116052
1234;567;0,10396411000001101,DUMMY_NAME,2018,48251
1234;567;0,10396611000001103,DUMMY_NAME,2020,21032
1234;567;0,10396811000001104,DUMMY_NAME,2019,122227
1234;567;0,10396911000001109,DUMMY_NAME,2020,108956
1234;567;0,10397111000001109,DUMMY_NAME,2019,32543
1234;567;0,10397811000001102,DUMMY_NAME,2022,58584
1234;567;0,10398111000001105,DUMMY_NAME,2019,29631
1234;567;0,10398311000001107,DUMMY_NAME,2022,69651
1234;567;0,10398511000001101,DUMMY_NAME,2018,57392
1234;567;0,10398711000001106,DUMMY_NAME,2019,6060
1234;567;0,10398911000001108,DUMMY_NAME,2020,21000
1234;567;0,10399111000001103,DUMMY_NAME,2020,10351
1234;567;0,10399311000001101,DUMMY_NAME,2021,18173
1234;567;0,10399511000001107,DUMMY_NAME,2021,20478
1234;567;0,10399611000001106,DUMMY_NAME,2019,88743
1234;567;0,10399811000001105,DUMMY_NAME,2021,95715
1234;567;0,10400111000001101,DUMMY_NAME,2021,14896
1234;567;0,10400411000001106,DUMMY_NAME,2022,4508
1234;567;0,10400711000001100,DUMMY_NAME,2021,105738
1234;567;0,104011000001101,DUMMY_NAME,2023,53501
1234;567;0,10401211000001101,DUMMY_NAME,2022,73734
1234;567;0,10401611000001104,DUMMY_NAME,2021,122685
1234;567;0,10401911000001105,DUMMY_NAME,2019,104332
1234;567;0,10402611000001105,DUMMY_NAME,2022,21742
1234;567;0,10402811000001109,DUMMY_NAME,2019,12100
1234;567;0,10403011000001107,DUMMY_NAME,2019,4914
1234;567;0,10403211000001102,DUMMY_NAME,2020,31899
1234;567;0,10403311000001105,DUMMY_NAME,2020,2418
1234;567;0,10403611000001100,DUMMY_NAME,2022,86827
1234;567;0,10403811000001101,DUMMY_NAME,2019,14156
1234;567;0,10404011000001109,DUMMY_NAME,2019,117913
1234;567;0,10404211000001104,DUMMY_NAME,2020,54625
1234;567;0,10405411000001104,DUMMY_NAME,2019,23355
1234;567;0,10405611000001101,DUMMY_NAME,2018,25676
1234;567;0,10405811000001102,DUMMY_NAME,2020,60815
1234;567;0,10406011000001104,DUMMY_NAME,2018,123423
1234;567;0,10406711000001102,DUMMY_NAME,2022,1490
1234;567;0,10407011000001101,DUMMY_NAME,2020,122065
1234;567;0,10407311000001103,DUMMY_NAME,2020,119232
1234;567;0,10407511000001109,DUMMY_NAME,2020,76492
1234;567;0,10408211000001105,DUMMY_NAME,2023,44350
1234;567;0,10408411000001109,DUMMY_NAME,2020,82552
1234;567;0,10408611000001107,DUMMY_NAME,2019,120379
1234;567;0,10408911000001101,DUMMY_NAME,2020,25519
1234;567;0,10409211000001100,DUMMY_NAME,2020,33594
1234;567;0,10409611000001103,DUMMY_NAME,2019,831
1234;567;0,10410111000001103,DUMMY_NAME,2019,20136
1234;567;0,10410311000001101,DUMMY_NAME,2019,71708
1234;567;0,10410511000001107,DUMMY_NAME,2018,21527
1234;567;0,10410711000001102,DUMMY_NAME,2022,16068
1234;567;0,10410911000001100,DUMMY_NAME,2018,65907
1234;567;0,10411000001105,DUMMY_NAME,2021,119123
1234;567;0,10411111000001109,DUMMY_NAME,2020,23105
1234;567;0,10411411000001104,DUMMY_NAME,2021,35784
1234;567;0,10412011000001100,DUMMY_NAME,2022,88333
1234;567;0,10412211000001105,DUMMY_NAME,2021,107511
1234;567;0,10412411000001109,DUMMY_NAME,2018,120397
1234;567;0,10412611000001107,DUMMY_NAME,2021,38059
1234;567;0,10412711000001103,DUMMY_NAME,2018,110912
1234;567;0,10413011000001109,DUMMY_NAME,2018,119671
1234;567;0,10413211000001104,DUMMY_NAME,2023,59246
1234;567;0,10413411000001100,DUMMY_NAME,2018,7569
1234;567;0,10413611000001102,DUMMY_NAME,2023,8831
1234;567;0,10413811000001103,DUMMY_NAME,2021,114440
1234;567;0,10414011000001106,DUMMY_NAME,2018,67289
1234;567;0,10414211000001101,DUMMY_NAME,2023,62530
1234;567;0,10414411000001102,DUMMY_NAME,2023,76519
1234;567;0,10414511000001103,DUMMY_NAME,2022,73348
1234;567;0,10415211000001100,DUMMY_NAME,2023,81440
1234;567;0,10415411000001101,DUMMY_NAME,2021,110013
1234;567;0,10415611000001103,DUMMY_NAME,2022,53745
1234;567;0,10415811000001104,DUMMY_NAME,2019,10910
1234;567;0,10416211000001106,DUMMY_NAME,2018,22942
1234;567;0,10416411000001105,DUMMY_NAME,2019,47524
1234;567;0,10417011000001103,DUMMY_NAME,2023,109508
1234;567;0,10417211000001108,DUMMY_NAME,2023,56560
1234;567;0,10417411000001107,DUMMY_NAME,2021,17640
1234;567;0,10418211000001107,DUMMY_NAME,2020,119564
1234;567;0,10418411000001106,DUMMY_NAME,2023,46268
1234;567;0,10418611000001109,DUMMY_NAME,2020,56248
1234;567;0,10418811000001108,DUMMY_NAME,2021,58757
1234;567;0,10420311000001106,DUMMY_NAME,2021,69291
1234;567;0,10420511000001100,DUMMY_NAME,2020,43077
1234;567;0,10421011000001104,DUMMY_NAME,2018,50430
1234;567;0,10421211000001109,DUMMY_NAME,2018,69961
1234;567;0,10421511000001107,DUMMY_NAME,2021,83240
1234;567;0,10422211000001102,DUMMY_NAME,2018,34449
1234;567;0,10423111000001102,DUMMY_NAME,2021,43036
1234;567;0,10423311000001100,DUMMY_NAME,2019,37543
1234;567;0,10423711000001101,DUMMY_NAME,2022,40730
1234;567;0,10428711000001107,DUMMY_NAME,2018,48863
1234;567;0,10429011000001100,DUMMY_NAME,2018,10222
1234;567;0,10431011000001102,DUMMY_NAME,2022,1523
1234;567;0,104311000001103,DUMMY_NAME,2019,90808
1234;567;0,10431411000001106,DUMMY_NAME,2021,28015
1234;567;0,10435511000001108,DUMMY_NAME,2020,26593
1234;567;0,10435711000001103,DUMMY_NAME,2019,67096
1234;567;0,10435911000001101,DUMMY_NAME,2023,104759
1234;567;0,10436111000001105,DUMMY_NAME,2021,120489
1234;567;0,10436311000001107,DUMMY_NAME,2018,72719
1234;567;0,10437111000001108,DUMMY_NAME,2023,52411
1234;567;0,10437311000001105,DUMMY_NAME,2021,60721
1234;567;0,10437911000001106,DUMMY_NAME,2021,19167
1234;567;0,10438411000001104,DUMMY_NAME,2021,80973
1234;567;0,10438711000001105,DUMMY_NAME,2018,83532
1234;567;0,10438811000001102,DUMMY_NAME,2021,61971
1234;567;0,10438911000001107,DUMMY_NAME,2021,36473
1234;567;0,10439411000001107,DUMMY_NAME,2021,9182
1234;567;0,10439511000001106,DUMMY_NAME,2019,84197
1234;567;0,10439811000001109,DUMMY_NAME,2020,16471
1234;567;0,10440011000001105,DUMMY_NAME,2018,23275
1234;567;0,10440211000001100,DUMMY_NAME,2020,114864
1234;567;0,10440311000001108,DUMMY_NAME,2023,34701
1234;567;0,10440611000001103,DUMMY_NAME,2023,54266
1234;567;0,10440811000001104,DUMMY_NAME,2018,14102
1234;567;0,10441011000001101,DUMMY_NAME,2018,68854
1234;567;0,104411000001105,DUMMY_NAME,2019,76115
1234;567;0,10441211000001106,DUMMY_NAME,2022,108102
1234;567;0,10441411000001105,DUMMY_NAME,2019,16880
1234;567;0,10441611000001108,DUMMY_NAME,2018,29806
1234;567;0,10441811000001107,DUMMY_NAME,2022,121730
1234;567;0,10442011000001109,DUMMY_NAME,2021,49379
1234;567;0,10442811000001103,DUMMY_NAME,2021,84621
1234;567;0,10443011000001100,DUMMY_NAME,2020,82165
1234;567;0,10443211000001105,DUMMY_NAME,2020,88922
1234;567;0,10443511000001108,DUMMY_NAME,2018,81726
1234;567;0,10443811000001106,DUMMY_NAME,2019,105673
1234;567;0,10444011000001103,DUMMY_NAME,2018,89352
1234;567;0,10444211000001108,DUMMY_NAME,2023,70450
1234;567;0,10444411000001107,DUMMY_NAME,2019,49651
1234;567;0,10444611000001105,DUMMY_NAME,2022,100144
1234;567;0,10444811000001109,DUMMY_NAME,2019,122482
1234;567;0,10445111000001103,DUMMY_NAME,2020,95123
1234;567;0,10445311000001101,DUMMY_NAME,2018,101366
1234;567;0,10445511000001107,DUMMY_NAME,2020,21626
1234;567;0,10447911000001105,DUMMY_NAME,2020,120101
1234;567;0,10450211000001102,DUMMY_NAME,2021,41914
1234;567;0,10450411000001103,DUMMY_NAME,2023,9403
1234;567;0,10450611000001100,DUMMY_NAME,2019,30322
1234;567;0,10450811000001101,DUMMY_NAME,2021,49718
1234;567;0,10451011000001103,DUMMY_NAME,2020,1934
1234;567;0,104511000001109,DUMMY_NAME,2020,93552
1234;567;0,10451211000001108,DUMMY_NAME,2018,92160
1234;567;0,10451411000001107,DUMMY_NAME,2020,121930
1234;567;0,10451811000001109,DUMMY_NAME,2022,48417
1234;567;0,10452011000001106,DUMMY_NAME,2018,90118
1234;567;0,10454511000001108,DUMMY_NAME,2022,68820
1234;567;0,10455611000001108,DUMMY_NAME,2019,47625
1234;567;0,10458811000001103,DUMMY_NAME,2021,8491
1234;567;0,10459011000001104,DUMMY_NAME,2019,107199
1234;567;0,10459211000001109,DUMMY_NAME,2021,108066
1234;567;0,10459611000001106,DUMMY_NAME,2020,112130
1234;567;0,10460311000001100,DUMMY_NAME,2019,75861
1234;567;0,10460511000001106,DUMMY_NAME,2019,52751
1234;567;0,10460911000001104,DUMMY_NAME,2021,105520
1234;567;0,10461111000001108,DUMMY_NAME,2019,41946
1234;567;0,10461311000001105,DUMMY_NAME,2022,40939
1234;567;0,10461611000001100,DUMMY_NAME,2021,33054
1234;567;0,10461811000001101,DUMMY_NAME,2021,90320
1234;567;0,10462111000001103,DUMMY_NAME,2022,74029
1234;567;0,10462411000001108,DUMMY_NAME,2019,121712
1234;567;0,10462611000001106,DUMMY_NAME,2020,114625
1234;567;0,10462911000001100,DUMMY_NAME,2023,12266
1234;567;0,10463711000001105,DUMMY_NAME,2022,17902
1234;567;0,10464211000001100,DUMMY_NAME,2021,35483
1234;567;0,10464511000001102,DUMMY_NAME,2021,80615
1234;567;0,10464711000001107,DUMMY_NAME,2023,93816
1234;567;0,10464911000001109,DUMMY_NAME,2019,6580
1234;567;0,10465111000001105,DUMMY_NAME,2021,46587
1234;567;0,10465211000001104,DUMMY_NAME,2018,33941
1234;567;0,10465511000001101,DUMMY_NAME,2019,113131
1234;567;0,10465711000001106,DUMMY_NAME,2019,85450
1234;567;0,10466011000001100,DUMMY_NAME,2021,63782
1234;567;0,10466411000001109,DUMMY_NAME,2023,31294
1234;567;0,10466811000001106,DUMMY_NAME,2023,90619
1234;567;0,10467011000001102,DUMMY_NAME,2020,24700
1234;567;0,10467411000001106,DUMMY_NAME,2018,41384
1234;567;0,10467511000001105,DUMMY_NAME,2021,75193
1234;567;0,10468111000001100,DUMMY_NAME,2021,48378
1234;567;0,10468511000001109,DUMMY_NAME,2023,71572
1234;567;0,10468711000001104,DUMMY_NAME,2020,18755
1234;567;0,10469111000001107,DUMMY_NAME,2022,57336
1234;567;0,10470611000001102,DUMMY_NAME,2022,86371
1234;567;0,104711000001104,DUMMY_NAME,2018,119680
1234;567;0,10471111000001104,DUMMY_NAME,2020,3516
1234;567;0,10471311000001102,DUMMY_NAME,2023,110771
1234;567;0,10471511000001108,DUMMY_NAME,2020,63723
1234;567;0,10471711000001103,DUMMY_NAME,2019,122311
1234;567;0,10472011000001108,DUMMY_NAME,2021,64595
1234;567;0,10472411000001104,DUMMY_NAME,2020,107777
1234;567;0,10472611000001101,DUMMY_NAME,2022,1563
1234;567;0,10472911000001107,DUMMY_NAME,2023,90127
1234;567;0,10473411000001108,DUMMY_NAME,2022,39583
1234;567;0,10473711000001102,DUMMY_NAME,2021,92926
1234;567;0,10474411000001106,DUMMY_NAME,2021,19527
1234;567;0,10475911000001104,DUMMY_NAME,2019,98788
1234;567;0,10476311000001105,DUMMY_NAME,2021,111693
1234;567;0,10477311000001108,DUMMY_NAME,2018,97134
1234;567;0,10477511000001102,DUMMY_NAME,2018,112700
1234;567;0,10477811000001104,DUMMY_NAME,2018,30061
1234;567;0,10478111000001107,DUMMY_NAME,2018,25025
1234;567;0,10478411000001102,DUMMY_NAME,2018,95813
1234;567;0,10478811000001100,DUMMY_NAME,2018,64993
1234;567;0,10479211000001106,DUMMY_NAME,2018,82234
1234;567;0,10479611000001108,DUMMY_NAME,2021,79009
1234;567;0,10480311000001103,DUMMY_NAME,2021,88978
1234;567;0,10480711000001104,DUMMY_NAME,2018,75211
1234;567;0,10482711000001100,DUMMY_NAME,2023,28449
1234;567;0,10483211000001101,DUMMY_NAME,2019,76483
1234;567;0,10483311000001109,DUMMY_NAME,2018,1166
1234;567;0,10483611000001104,DUMMY_NAME,2022,64666
1234;567;0,10483811000001100,DUMMY_NAME,2023,93913
1234;567;0,10484011000001108,DUMMY_NAME,2023,112267
1234;567;0,10484311000001106,DUMMY_NAME,2018,51467
1234;567;0,10484611000001101,DUMMY_NAME,2020,80691
1234;567;0,10484811000001102,DUMMY_NAME,2020,84079
1234;567;0,10485011000001107,DUMMY_NAME,2022,66484
1234;567;0,10485111000001108,DUMMY_NAME,2022,96647
1234;567;0,10485311000001105,DUMMY_NAME,2021,2811
1234;567;0,10485511000001104,DUMMY_NAME,2023,38015
1234;567;0,10486311000001100,DUMMY_NAME,2018,51143
1234;567;0,10486511000001106,DUMMY_NAME,2020,118728
1234;567;0,10486711000001101,DUMMY_NAME,2023,94337
1234;567;0,10486811000001109,DUMMY_NAME,2022,116535
1234;567;0,10486911000001104,DUMMY_NAME,2022,36280
1234;567;0,10487311000001102,DUMMY_NAME,2023,18177
1234;567;0,10487411000001109,DUMMY_NAME,2020,89002
1234;567;0,10487711000001103,DUMMY_NAME,2021,102196
1234;567;0,10488111000001103,DUMMY_NAME,2023,75193
